kepid,ra,dec,teff,teff_err_high,teff_err_low,logg,logg_err_high,logg_err_low,kepmag,Q4,Q8,Q11,Q16
6469226,19 55 02.035,+41 51 07.60,5755,172,-172,4.356,0.185,-0.185,15.06,0,0,-1,0
6470149,19 55 47.556,+41 48 43.74,5019,51,-103,2.99,0.018,-0.016,12.263,-1,0,-1,-1
6470247,19 55 51.622,+41 52 40.70,5627,171,-188,4.423,0.084,-0.196,15.08,0,0,0,-1
6470521,19 56 05.837,+41 49 25.39,6377,173,-211,4.399,0.072,-0.217,13.858,-1,-1,-1,-1
6470598,19 56 09.235,+41 52 05.56,4880,131,-131,4.646,0.031,-0.058,11.751,0,1,0,-1
6470892,19 56 23.306,+41 51 14.94,6210,188,-150,4.011,0.457,-0.152,11.866,0,0,-1,0
6470998,19 56 28.505,+41 49 54.16,5737,172,-172,4.5,0.062,-0.175,15.374,-1,-1,-1,-1
6471021,19 56 29.386,+41 52 00.34,5819,69,-87,4.334,0.132,-0.108,12.391,-1,0,1,1
6471048,19 56 30.761,+41 49 41.88,5017,150,-135,4.585,0.071,-0.058,12.836,-1,-1,-1,-1
6471223,19 56 39.514,+41 52 19.92,3657,79,-79,0.584,0.364,-0.156,8.16,-1,-1,-1,-1
6471229,19 56 39.859,+41 51 46.98,5952,160,-160,4.554,0.033,-0.176,13.978,-1,0,0,0
6471244,19 56 40.730,+41 52 21.29,7345,233,-285,4.154,0.17,-0.17,11.186,1,1,-1,0
6497003,18 46 12.466,+41 57 15.37,7103,177,-249,4.091,0.149,-0.182,10.971,-1,-1,-1,-1
6497820,18 48 05.690,+41 57 51.87,5009,151,-136,4.554,0.072,-0.054,14.24,-1,1,-1,-1
6502013,18 56 00.785,+41 54 24.37,6100,164,-183,3.992,0.266,-0.114,12.92,-1,0,0,0
6502018,18 56 01.428,+41 56 00.28,4742,127,-141,4.593,0.048,-0.032,15.592,0,-1,0,0
6503434,18 58 29.664,+41 55 07.50,5964,164,-149,4.001,0.294,-0.126,12.64,-1,-1,1,1
6504095,18 59 50.626,+41 56 48.77,5944,158,-193,4.425,0.084,-0.196,14.842,-1,-1,-1,-1
6504534,19 00 40.106,+41 58 01.48,4936,133,-148,4.54,0.078,-0.042,14.216,-1,-1,-1,-1
6507334,19 05 52.889,+41 59 41.24,6242,168,-205,4.442,0.058,-0.232,14.84,0,0,-1,1
6507541,19 06 14.633,+41 59 44.30,6031,168,-210,4.427,0.087,-0.203,15.278,1,1,-1,-1
6507888,19 06 48.742,+41 59 50.72,3949,47,-47,4.692,0.026,-0.014,15.271,-1,-1,-1,-1
6508366,19 07 43.594,+41 56 15.93,6331,75,-82,3.928,0.011,-0.011,8.972,0,1,1,-1
6508436,19 07 51.269,+41 58 56.92,5706,152,-152,4.561,0.04,-0.16,14.461,-1,-1,-1,-1
6509175,19 09 08.650,+41 56 59.78,7474,134,-149,3.535,0.184,-0.057,9.979,1,1,-1,-1
6509237,19 09 15.557,+41 58 34.17,5819,163,-203,4.565,0.042,-0.168,15.975,-1,1,-1,-1
6510289,19 11 04.769,+41 59 38.44,5293,159,-143,4.604,0.032,-0.104,15.579,-1,-1,-1,-1
6515636,19 18 49.908,+41 55 17.12,4255,95,-117,1.704,0.03,-0.03,13.881,-1,-1,0,-1
6515722,19 18 57.401,+41 57 54.98,9174,286,-430,4.013,0.215,-0.176,11.721,-1,1,1,-1
6516783,19 20 16.142,+41 56 12.44,3771,60,-75,0.749,0.162,-0.088,11.443,-1,-1,1,-1
6516800,19 20 17.206,+41 58 19.91,5186,114,-114,3.434,0.165,-0.181,10.909,1,1,1,-1
6516874,19 20 23.268,+41 58 14.45,6046,189,-232,4.486,0.052,-0.208,15.896,-1,-1,-1,-1
6517064,19 20 37.990,+41 59 23.21,6060,181,-199,4.509,0.041,-0.216,14.94,0,0,0,-1
6517512,19 21 08.203,+41 54 11.91,5380,177,-145,3.953,0.56,-0.24,13.809,-1,0,0,0
6519869,19 24 03.259,+41 56 54.41,7360,233,-285,3.785,0.476,-0.084,10.476,-1,-1,-1,-1
6520572,19 24 55.738,+41 58 33.10,7194,200,-300,4.163,0.087,-0.203,12.852,0,0,1,-1
6521123,19 25 38.393,+41 55 43.39,5773,139,-191,4.48,0.048,-0.204,14.551,-1,-1,-1,-1
6521526,19 26 05.743,+41 56 34.58,3749,117,-143,4.674,0.072,-0.022,15.084,-1,-1,-1,-1
6521542,19 26 06.746,+41 54 57.45,6153,166,-203,4.405,0.105,-0.195,14.28,-1,-1,-1,-1
6522242,19 27 02.498,+41 56 38.65,5522,165,-148,4.586,0.048,-0.112,15.196,1,1,1,-1
6522567,19 27 28.358,+41 59 27.38,5254,188,-157,3.741,0.795,-0.265,13.98,1,0,1,-1
6522750,19 27 42.941,+41 57 22.94,5759,78,-86,4.481,0.04,-0.12,11.23,-1,-1,-1,-1
6522800,19 27 46.920,+41 58 25.81,3328,79,-72,0.277,0.224,-0.112,8.607,-1,-1,-1,-1
6522823,19 27 48.552,+41 57 56.51,6874,214,-285,4.121,0.19,-0.171,12.266,-1,-1,-1,-1
6522824,19 27 48.602,+41 57 35.68,4927,49,-44,3.417,0.121,-0.148,15.807,-1,0,0,0
6523018,19 28 02.806,+41 57 51.27,6185,168,-205,4.472,0.05,-0.2,14.613,0,0,0,-1
6523216,19 28 20.119,+41 54 54.11,5750,77,-86,3.703,0.162,-0.108,13.254,-1,-1,-1,-1
6523389,19 28 33.098,+41 57 43.06,6035,163,-181,4.566,0.036,-0.204,14.578,-1,1,0,-1
6523596,19 28 48.655,+41 55 28.09,4115,189,-88,2.169,0.243,-0.297,10.763,-1,-1,-1,-1
6525023,19 30 37.778,+41 57 15.08,5712,190,-190,4.487,0.104,-0.156,15.816,1,-1,-1,-1
6525046,19 30 39.595,+41 54 19.41,6290,175,-219,4.434,0.052,-0.208,15.336,-1,0,0,0
6525082,19 30 42.247,+41 58 22.15,7550,417,-775,3.635,0.464,-0.116,13.284,0,-1,0,0
6525196,19 30 52.325,+41 55 20.85,6082,79,-85,4.385,0.11,-0.11,10.154,-1,-1,-1,-1
6525209,19 30 53.129,+41 54 17.71,5365,160,-144,4.586,0.052,-0.078,14.658,-1,-1,-1,-1
6526545,19 32 30.857,+41 56 56.83,6185,168,-187,4.429,0.12,-0.18,13.671,-1,-1,-1,-1
6526710,19 32 43.030,+41 58 09.26,6122,181,-218,4.487,0.052,-0.208,15.344,-1,0,1,1
6526940,19 32 59.458,+41 57 57.02,6052,164,-182,4.452,0.077,-0.143,11.465,-1,0,0,0
6527012,19 33 05.069,+41 59 15.46,5533,74,-83,4.532,0.021,-0.119,11.385,0,-1,1,-1
6527050,19 33 07.896,+41 58 09.34,5650,152,-169,4.551,0.038,-0.162,15.867,-1,-1,-1,-1
6527229,19 33 20.162,+41 56 14.36,5896,184,-205,4.518,0.036,-0.204,15.814,0,0,-1,0
6527926,19 34 12.773,+41 56 47.48,5960,142,-178,4.445,0.088,-0.132,12.611,0,0,0,-1
6528060,19 34 22.714,+41 58 37.38,5607,84,-75,3.803,0.247,-0.082,11.17,0,0,0,-1
6528475,19 34 56.477,+41 54 19.88,5559,166,-150,4.446,0.128,-0.176,13.607,0,0,1,-1
6528744,19 35 16.553,+41 58 00.54,4008,97,-97,0.768,0.03,-0.03,11.084,1,-1,1,1
6528759,19 35 17.863,+41 58 50.77,6106,165,-184,4.556,0.037,-0.212,13.741,0,-1,0,0
6528882,19 35 26.983,+41 57 48.49,3293,107,-88,0.163,0.208,-0.039,10.192,-1,-1,-1,-1
6529378,19 36 00.893,+41 59 22.29,4484,156,-156,4.62,0.033,-0.033,13.821,-1,-1,-1,-1
6529902,19 36 34.862,+41 57 13.64,6586,187,-258,4.361,0.067,-0.202,15.311,1,1,-1,1
6530334,19 37 06.300,+41 58 34.29,3997,89,-109,1.017,0.03,-0.03,11.025,1,1,1,-1
6530792,19 37 37.001,+41 55 23.49,3469,45,-45,4.882,0.035,-0.032,15.941,-1,-1,-1,-1
6530892,19 37 43.975,+41 57 01.12,5678,304,-304,4.215,0.3,-0.2,13.75,0,0,-1,0
6531485,19 38 21.094,+41 54 51.34,5813,157,-174,4.568,0.044,-0.176,15.553,-1,-1,-1,-1
6535050,19 42 06.804,+41 58 26.37,6054,181,-181,3.913,0.525,-0.175,13.202,-1,-1,-1,-1
6535319,19 42 21.833,+41 58 36.16,5245,203,-166,4.545,0.088,-0.072,15.73,1,1,1,-1
6535497,19 42 33.355,+41 56 17.73,3378,121,-81,0.064,0.27,-0.03,13.853,-1,-1,1,-1
6542087,19 48 35.765,+41 55 21.07,4152,110,-135,4.636,0.052,-0.021,15.314,0,1,0,-1
6542790,19 49 18.187,+41 56 33.83,6588,180,-180,3.684,0.344,-0.086,11.015,0,-1,0,0
6543674,19 50 09.974,+41 57 03.24,6047,211,-211,3.789,0.584,-0.146,13.535,-1,-1,-1,-1
6543682,19 50 10.385,+41 57 06.29,5780,,,4.438,,,13.908,-1,-1,-1,-1
6543683,19 50 10.409,+41 56 52.72,6040,182,-182,4.271,0.22,-0.18,13.998,-1,-1,-1,-1
6544160,19 50 31.927,+41 54 15.88,5962,163,-134,4.122,0.294,-0.126,11.594,-1,1,-1,1
6545018,19 51 15.314,+41 57 46.98,5807,157,-157,4.455,0.13,-0.159,13.748,-1,-1,-1,-1
6545403,19 51 34.747,+41 54 42.77,5297,185,-185,4.409,0.144,-0.176,11.415,0,-1,1,1
6545986,19 52 05.551,+41 59 45.39,6394,144,-176,4.273,0.128,-0.192,10.983,1,0,0,-1
6546508,19 52 31.538,+41 57 03.56,5414,206,-187,4.625,0.035,-0.105,15.74,-1,-1,-1,-1
6547641,19 53 30.646,+41 57 10.26,4704,141,-141,4.749,0.042,-0.024,14.124,-1,-1,-1,-1
6548359,19 54 06.415,+41 56 59.85,5680,170,-153,3.895,0.292,-0.097,12.444,0,0,1,-1
6548447,19 54 10.202,+41 57 11.52,5226,174,-142,3.97,0.602,-0.258,12.88,-1,-1,-1,-1
6548885,19 54 29.832,+41 54 49.36,6212,184,-166,3.723,0.315,-0.105,12.962,-1,0,0,0
6549491,19 55 01.735,+41 58 37.52,5971,209,-209,4.514,0.062,-0.188,14.915,-1,1,-1,-1
6549597,19 55 06.650,+41 56 24.15,5242,157,-157,4.556,0.088,-0.072,14.504,0,-1,-1,-1
6550017,19 55 25.663,+41 56 07.30,3705,129,-142,4.683,0.076,-0.022,15.777,-1,0,1,1
6579609,18 46 15.768,+42 02 34.98,5792,156,-156,4.547,0.036,-0.192,14.759,0,-1,0,0
6579643,18 46 18.816,+42 01 05.57,7025,190,-299,3.696,0.576,-0.096,9.165,1,1,1,-1
6579806,18 46 40.598,+42 02 19.10,6113,164,-200,4.512,0.052,-0.208,15.212,-1,-1,-1,-1
6584009,18 54 33.926,+42 02 26.02,5940,164,-184,4.493,0.04,-0.229,14.544,0,0,-1,0
6584424,18 55 22.097,+42 02 28.40,3464,75,-75,0.413,0.252,-0.168,9.58,-1,-1,-1,-1
6585481,18 57 13.066,+42 05 18.54,3461,62,-69,0.265,0.03,-0.03,13.962,-1,-1,-1,-1
6585979,18 57 55.723,+42 01 13.47,3637,79,-79,0.552,0.364,-0.156,9.536,-1,-1,-1,-1
6590307,19 05 43.522,+42 05 54.02,5520,166,-166,4.572,0.038,-0.161,15.627,-1,0,0,0
6590403,19 05 53.357,+42 02 14.53,7264,226,-302,3.948,0.252,-0.147,10.617,-1,-1,-1,-1
6591005,19 06 54.682,+42 04 50.41,4825,62,-53,2.691,0.14,-0.126,12.964,1,-1,1,1
6591171,19 07 10.078,+42 02 41.17,4920,110,-134,2.909,0.481,-0.259,13.972,-1,0,0,0
6591775,19 08 10.538,+42 01 43.93,5415,177,-144,4.496,0.11,-0.099,15.32,1,1,-1,0
6591789,19 08 11.155,+42 00 01.87,5618,152,-152,4.583,0.038,-0.152,15.353,-1,-1,-1,-1
6592305,19 09 00.689,+42 03 17.38,6065,91,-73,3.88,0.02,-0.016,9.952,0,0,1,-1
6593363,19 10 41.462,+42 03 32.97,6154,165,-165,3.793,0.315,-0.105,12.893,-1,-1,-1,-1
6593575,19 11 01.186,+42 00 01.22,5926,159,-177,4.57,0.035,-0.196,15.511,-1,-1,-1,-1
6593968,19 11 38.650,+42 00 50.55,4467,121,-134,4.603,0.049,-0.021,15.778,-1,1,-1,1
6594262,19 12 04.658,+42 02 17.92,5452,164,-147,4.531,0.048,-0.143,13.426,0,-1,1,1
6594972,19 13 10.334,+42 03 26.53,5955,179,-179,4.429,0.087,-0.203,14.342,-1,-1,-1,-1
6595662,19 14 07.946,+42 02 51.43,6038,181,-181,4.356,0.128,-0.192,14.746,-1,-1,-1,-1
6603043,19 23 25.099,+42 05 12.92,9244,255,-438,4.159,0.128,-0.192,11.375,-1,-1,-1,-1
6603756,19 24 21.986,+42 03 30.52,5332,167,-167,4.471,0.108,-0.12,15.424,-1,-1,-1,-1
6605022,19 25 54.566,+42 03 42.52,5548,183,-183,4.453,0.078,-0.182,15.43,0,0,0,-1
6605787,19 26 50.662,+42 05 26.62,3279,117,-78,0.163,0.221,-0.052,12.033,-1,-1,-1,-1
6605949,19 27 04.373,+42 03 03.48,6467,160,-208,4.369,0.056,-0.21,13.639,0,0,0,-1
6606167,19 27 20.815,+42 03 06.88,4895,146,-131,4.561,0.072,-0.039,14.867,-1,-1,-1,-1
6606282,19 27 29.386,+42 01 49.80,5838,143,-245,3.038,0.405,-0.135,12.97,-1,-1,-1,-1
6606370,19 27 36.300,+42 02 24.03,5311,176,-160,4.599,0.078,-0.052,14.711,0,0,0,-1
6606591,19 27 52.354,+42 04 57.43,6289,173,-173,3.88,0.273,-0.117,12.355,-1,0,-1,-1
6606616,19 27 53.700,+42 03 16.23,6373,179,-246,4.401,0.067,-0.202,15.806,0,0,0,-1
6606653,19 27 56.866,+42 02 15.54,6568,161,-201,4.36,0.065,-0.208,13.717,-1,-1,-1,-1
6606756,19 28 04.130,+42 01 56.56,7115,169,-254,3.61,0.306,-0.054,11.962,-1,1,0,0
6606797,19 28 06.768,+42 00 21.16,6257,169,-225,4.454,0.056,-0.224,14.783,0,0,0,-1
6606934,19 28 17.198,+42 04 34.98,6387,172,-211,4.41,0.065,-0.208,14.898,-1,-1,-1,-1
6607150,19 28 32.066,+42 01 08.72,6042,78,-90,4.439,0.03,-0.12,11.656,0,0,-1,0
6607191,19 28 35.969,+42 05 39.92,5780,,,4.438,,,10.854,-1,-1,-1,-1
6607273,19 28 41.902,+42 02 18.21,5546,175,-194,4.548,0.031,-0.178,15.295,0,0,-1,0
6607610,19 29 06.269,+42 02 15.86,4938,58,-107,3.388,0.188,-0.101,14.985,-1,-1,1,-1
6607700,19 29 12.041,+42 03 45.40,6942,193,-242,3.537,0.328,-0.082,13.498,0,-1,0,0
6608436,19 30 02.352,+42 04 58.29,5295,158,-142,4.53,0.099,-0.072,14.988,-1,-1,-1,-1
6609879,19 31 41.170,+42 00 50.73,5772,78,-86,4.382,0.08,-0.12,14.045,0,0,-1,0
6609906,19 31 42.686,+42 01 41.56,3655,65,-73,4.806,0.046,-0.032,15.187,0,-1,0,0
6610219,19 32 06.151,+42 00 04.97,6143,83,-83,4.165,0.159,-0.116,13.203,-1,-1,-1,-1
6610433,19 32 20.998,+42 01 28.74,7894,78,-86,3.828,0.215,-0.099,10.206,0,0,-1,-1
6610837,19 32 48.031,+42 00 58.04,3408,44,-40,4.923,0.046,-0.032,15.249,1,0,-1,0
6610891,19 32 51.372,+42 00 46.94,5912,70,-82,4.416,0.076,-0.114,13.773,-1,-1,-1,0
6611371,19 33 24.492,+42 02 05.24,5863,70,-79,4.369,0.08,-0.12,14.585,0,0,-1,0
6611419,19 33 27.583,+42 05 16.30,4588,165,-165,4.608,0.052,-0.028,15.774,-1,-1,-1,-1
6611515,19 33 34.658,+42 00 04.28,5835,140,-192,4.515,0.05,-0.2,15.142,0,-1,0,0
6611875,19 33 59.165,+42 03 35.78,3384,44,-37,4.937,0.044,-0.032,13.388,-1,-1,-1,-1
6612327,19 34 28.872,+42 04 54.74,5205,154,-154,4.604,0.036,-0.084,15.249,0,0,0,-1
6612411,19 34 34.723,+42 02 00.56,7663,237,-316,4.087,0.16,-0.16,12.509,-1,-1,1,-1
6612620,19 34 49.313,+42 00 29.73,5029,157,-157,4.578,0.02,-0.08,15.348,1,1,-1,0
6612725,19 34 56.170,+42 02 28.98,6164,166,-203,4.446,0.052,-0.208,13.698,0,-1,0,0
6613006,19 35 15.096,+42 02 55.36,5845,139,-157,4.558,0.036,-0.192,13.209,-1,-1,-1,-1
6613627,19 35 54.360,+42 02 53.84,7313,203,-319,4.144,0.124,-0.186,12.548,1,1,-1,-1
6614134,19 36 25.598,+42 03 52.42,4495,134,-134,4.598,0.056,-0.021,13.936,0,0,0,-1
6614892,19 37 17.570,+42 03 47.80,7888,216,-324,3.972,0.21,-0.14,12.323,1,1,-1,1
6614926,19 37 19.534,+42 05 38.32,6283,150,-206,4.459,0.052,-0.208,14.044,-1,-1,-1,-1
6615041,19 37 26.866,+42 02 45.28,5930,158,-176,4.439,0.07,-0.196,13.877,-1,-1,-1,-1
6615545,19 37 59.290,+42 05 38.76,5825,156,-208,4.504,0.039,-0.208,15.476,0,0,0,-1
6615725,19 38 10.942,+42 03 09.50,5559,195,-175,4.583,0.036,-0.144,15.98,0,-1,1,0
6616190,19 38 40.253,+42 02 43.05,6045,188,-230,4.494,0.05,-0.2,15.691,-1,-1,-1,-1
6619377,19 41 55.231,+42 00 13.50,6571,149,-198,4.368,0.072,-0.18,12.91,-1,-1,-1,-1
6619830,19 42 18.809,+42 05 44.80,5635,169,-169,4.429,0.14,-0.171,15.095,-1,-1,-1,-1
6620003,19 42 29.333,+42 05 34.37,3874,52,-58,4.715,0.03,-0.015,15.686,-1,-1,-1,-1
6620154,19 42 38.189,+42 05 31.31,7399,207,-337,4.074,0.16,-0.176,11.951,-1,1,1,1
6621116,19 43 28.058,+42 03 45.62,5323,79,-79,4.085,0.376,-0.094,15.324,0,0,0,-1
6628237,19 49 53.050,+42 05 16.43,5931,160,-196,4.418,0.101,-0.188,14.479,-1,-1,-1,-1
6629332,19 50 49.709,+42 02 50.54,5665,152,-152,4.568,0.038,-0.152,13.997,-1,-1,-1,-1
6629588,19 51 01.356,+42 00 32.66,6782,214,-262,4.014,0.312,-0.144,13.983,-1,-1,-1,-1
6630939,19 52 07.332,+42 01 25.93,5780,,,4.438,,,10.534,0,-1,1,0
6631188,19 52 17.995,+42 01 14.02,7714,214,-322,4.069,0.155,-0.155,13.737,1,1,-1,1
6634112,19 54 34.205,+42 05 34.19,5268,158,-158,4.475,0.108,-0.156,14.099,-1,-1,-1,-1
6635884,19 55 59.750,+42 01 47.10,6428,162,-178,3.759,0.32,-0.08,13.159,0,-1,0,0
6664482,18 45 18.530,+42 10 35.17,3598,78,-78,0.65,0.282,-0.188,8.307,-1,-1,-1,-1
6665041,18 46 32.028,+42 11 13.13,3274,117,-78,0.134,0.2,-0.05,11.496,-1,-1,-1,-1
6665223,18 46 58.226,+42 07 23.09,5316,106,-106,4.477,0.077,-0.056,14.427,0,0,-1,1
6668646,18 53 44.076,+42 08 27.46,3591,65,-72,4.862,0.05,-0.036,15.201,-1,-1,-1,-1
6669809,18 55 38.335,+42 07 51.63,7452,209,-314,3.9,0.294,-0.126,10.763,-1,-1,-1,-1
6670373,18 56 40.099,+42 07 43.54,6620,161,-222,4.163,0.209,-0.171,14.419,-1,-1,-1,-1
6670812,18 57 25.356,+42 06 12.45,6349,177,-243,4.17,0.209,-0.171,7.243,-1,-1,-1,-1
6671698,18 58 47.731,+42 08 48.55,5668,152,-152,4.206,0.27,-0.18,13.489,-1,-1,-1,-1
6672137,18 59 36.811,+42 07 45.92,3273,117,-88,0.117,0.192,-0.048,10.887,-1,-1,-1,-1
6672229,18 59 45.857,+42 06 47.37,5722,154,-188,4.454,0.067,-0.202,15.581,-1,-1,-1,-1
6672561,19 00 24.828,+42 07 25.67,5650,171,-171,4.551,0.035,-0.207,15.357,0,0,-1,0
6674839,19 04 35.479,+42 11 12.58,6273,194,-233,3.82,0.52,-0.13,9.806,0,-1,0,-1
6674908,19 04 42.408,+42 11 47.50,4013,140,-154,4.639,0.053,-0.021,14.155,-1,-1,-1,-1
6674913,19 04 42.583,+42 10 42.23,5956,184,-205,4.351,0.128,-0.192,12.051,0,-1,-1,-1
6675318,19 05 23.314,+42 06 53.79,4409,132,-145,4.572,0.06,-0.016,15.222,-1,-1,-1,-1
6675714,19 06 03.038,+42 08 02.40,4186,150,-167,4.617,0.046,-0.021,14.607,-1,-1,-1,-1
6677003,19 08 10.502,+42 07 17.14,5246,157,-157,4.624,0.044,-0.066,15.684,-1,-1,-1,-1
6677225,19 08 32.952,+42 08 40.09,7406,206,-336,3.977,0.26,-0.14,13.715,-1,-1,-1,-1
6677267,19 08 36.401,+42 06 37.36,6137,167,-167,3.705,0.3,-0.08,12.77,-1,-1,-1,-1
6678383,19 10 25.106,+42 10 00.40,5979,108,-120,4.394,0.11,-0.11,12.596,0,-1,-1,0
6678701,19 10 54.031,+42 11 24.86,5804,138,-155,4.451,0.084,-0.196,13.496,-1,-1,-1,-1
6679286,19 11 47.028,+42 06 44.10,3880,69,-62,0.833,0.132,-0.108,11.998,1,1,-1,-1
6679371,19 11 53.474,+42 06 27.90,6490,70,-90,3.922,0.066,-0.054,8.728,0,1,0,-1
6680640,19 13 42.876,+42 09 44.64,5430,161,-161,4.658,0.03,-0.09,15.631,-1,0,1,0
6681516,19 14 57.619,+42 08 06.10,7414,206,-335,4.158,0.102,-0.203,13.509,-1,-1,-1,-1
6688100,19 23 04.908,+42 11 22.99,4523,163,-163,4.604,0.056,-0.024,15.863,-1,-1,-1,-1
6689368,19 24 42.672,+42 11 55.73,6731,189,-283,4.043,0.252,-0.168,12.982,-1,-1,-1,-1
6689911,19 25 22.097,+42 07 21.43,6450,153,-211,4.386,0.067,-0.202,14.806,0,0,0,-1
6690171,19 25 42.444,+42 09 50.70,5223,183,-183,4.52,0.051,-0.119,15.954,1,1,1,-1
6691114,19 26 49.166,+42 08 46.64,6075,182,-218,4.405,0.072,-0.203,14.18,0,0,0,-1
6691244,19 27 00.089,+42 11 21.37,7705,214,-322,4.102,0.135,-0.165,13.148,1,1,-1,-1
6691349,19 27 07.896,+42 11 07.87,3726,74,-81,4.764,0.058,-0.031,14.69,0,-1,0,0
6691930,19 27 50.544,+42 10 18.34,5524,180,-163,4.481,0.113,-0.125,15.501,-1,-1,-1,-1
6692180,19 28 08.606,+42 08 56.26,5226,158,-142,3.938,0.598,-0.276,14.004,-1,-1,-1,-1
6692320,19 28 20.266,+42 08 19.71,3454,69,-76,4.892,0.066,-0.044,15.599,1,-1,-1,-1
6692340,19 28 21.607,+42 08 18.09,6527,148,-198,4.366,0.081,-0.202,13.33,-1,-1,-1,-1
6692864,19 28 59.282,+42 11 06.69,3674,83,-101,0.781,0.03,-0.03,12.875,0,1,-1,1
6693107,19 29 17.938,+42 10 31.37,3479,69,-55,0.61,0.12,-0.12,10.568,-1,-1,-1,-1
6694186,19 30 31.471,+42 10 50.80,5433,145,-145,4.465,0.124,-0.171,12.376,-1,-1,-1,-1
6695442,19 31 57.091,+42 07 37.66,3626,79,-72,0.684,0.282,-0.188,13.415,-1,-1,-1,-1
6695510,19 32 01.625,+42 06 37.12,6070,82,-82,4.022,0.182,-0.098,11.997,-1,-1,-1,-1
6695889,19 32 25.781,+42 07 21.32,6205,174,-217,4.534,0.048,-0.204,15.415,-1,-1,-1,-1
6696265,19 32 49.322,+42 11 52.70,5482,81,-73,4.373,0.131,-0.16,12.091,0,1,-1,1
6696689,19 33 16.882,+42 07 23.20,7314,228,-304,4.038,0.198,-0.162,13.256,0,0,-1,0
6697041,19 33 39.506,+42 11 29.83,5372,177,-145,4.612,0.072,-0.054,14.352,-1,-1,1,1
6697683,19 34 20.537,+42 11 08.70,6117,190,-233,4.496,0.052,-0.208,15.872,0,0,0,-1
6697716,19 34 22.721,+42 08 35.10,5067,151,-151,4.565,0.071,-0.065,14.424,-1,-1,-1,-1
6697737,19 34 24.382,+42 09 15.72,3572,100,-90,0.404,0.027,-0.03,13.822,-1,-1,-1,-1
6698670,19 35 21.182,+42 07 19.96,6269,170,-170,4.109,0.228,-0.123,12.96,-1,-1,-1,-1
6698804,19 35 28.418,+42 08 50.53,4462,126,-141,4.793,0.045,-0.049,15.203,0,0,0,-1
6699562,19 36 15.528,+42 06 46.33,6357,157,-204,4.405,0.07,-0.21,13.529,-1,-1,-1,-1
6699679,19 36 22.925,+42 09 41.66,7014,195,-307,4.036,0.204,-0.167,11.574,-1,-1,-1,-1
6699765,19 36 28.294,+42 09 18.46,3617,62,-146,0.496,0.033,-0.027,13.65,-1,-1,-1,-1
6699984,19 36 40.342,+42 11 41.42,6311,177,-243,4.112,0.252,-0.168,13.884,1,1,1,-1
6700344,19 37 03.266,+42 09 43.06,5021,174,-139,4.034,0.5,-0.269,14.247,-1,0,0,0
6700870,19 37 33.463,+42 11 03.30,6448,160,-192,4.243,0.128,-0.192,12.991,-1,-1,-1,-1
6704617,19 41 15.835,+42 11 58.02,3992,138,-152,4.654,0.056,-0.024,13.597,0,0,0,-1
6704889,19 41 30.499,+42 07 38.79,5799,155,-190,4.548,0.035,-0.196,15.727,1,1,-1,0
6705739,19 42 15.146,+42 09 03.38,4837,174,-174,4.621,0.063,-0.036,15.886,-1,1,-1,-1
6706109,19 42 34.306,+42 06 01.94,5814,155,-190,4.534,0.048,-0.204,15.051,-1,0,0,0
6706164,19 42 36.871,+42 09 15.04,5381,214,-192,3.51,0.848,-0.212,13.907,0,-1,1,1
6706287,19 42 42.494,+42 06 40.88,5446,191,-172,4.388,0.162,-0.198,13.62,-1,-1,-1,-1
6707805,19 44 05.911,+42 09 05.05,5258,62,-125,3.292,0.264,-0.066,12.447,-1,-1,-1,-1
6707942,19 44 13.822,+42 06 39.35,4842,175,-175,4.573,0.055,-0.04,13.57,-1,-1,-1,-1
6708110,19 44 23.160,+42 08 24.22,5919,158,-193,4.493,0.04,-0.216,13.672,0,0,-1,0
6715809,19 51 11.983,+42 06 26.46,8287,231,-346,4.001,0.204,-0.119,12.503,-1,-1,-1,-1
6716552,19 51 47.285,+42 08 38.14,6489,162,-162,3.817,0.28,-0.1,11.125,0,-1,0,0
6716981,19 52 07.171,+42 06 15.26,5929,160,-178,4.303,0.18,-0.18,13.806,0,0,1,-1
6717216,19 52 19.483,+42 07 29.53,4159,126,-139,4.627,0.053,-0.018,13.843,-1,-1,-1,-1
6718494,19 53 22.903,+42 11 12.16,6320,177,-243,4.135,0.246,-0.164,13.151,0,0,0,-1
6719163,19 53 53.328,+42 07 40.86,3909,105,-82,0.91,0.03,-0.03,11.253,1,1,-1,1
6719243,19 53 57.533,+42 06 58.68,5486,180,-164,4.45,0.135,-0.18,15.272,-1,0,-1,0
6719464,19 54 09.821,+42 06 25.06,4971,149,-149,4.586,0.066,-0.039,15.831,-1,1,1,0
6719893,19 54 29.114,+42 11 01.03,5080,137,-137,3.511,1.065,-0.355,13.965,-1,-1,-1,-1
6720889,19 55 17.878,+42 10 01.24,6763,165,-236,4.277,0.105,-0.195,13.174,-1,-1,-1,-1
6721044,19 55 23.825,+42 08 37.96,5578,186,-152,3.924,0.52,-0.13,13.814,-1,-1,-1,-1
6721089,19 55 26.119,+42 08 45.64,6738,164,-258,4.305,0.087,-0.203,13.71,-1,-1,-1,-1
6751891,18 47 22.375,+42 13 01.38,3418,40,-44,5.035,0.035,-0.042,15.238,0,0,0,-1
6752502,18 48 37.178,+42 14 04.37,5780,,,4.438,,,13.826,0,-1,1,-1
6752578,18 48 47.431,+42 13 16.21,3550,42,-47,4.925,0.035,-0.035,13.787,-1,-1,-1,-1
