kepid,ra,dec,teff,teff_err_high,teff_err_low,logg,logg_err_high,logg_err_low,kepmag,Q4,Q8,Q11,Q16
6752730,18 49 07.822,+42 13 15.14,4678,125,-139,4.772,0.024,-0.048,15.381,-1,-1,-1,-1
6753146,18 49 50.287,+42 17 31.46,3880,93,-93,0.971,0.03,-0.03,10.009,1,1,-1,-1
6753253,18 50 00.014,+42 17 07.80,4512,164,-164,4.589,0.039,-0.028,15.745,-1,-1,-1,-1
6755882,18 54 57.612,+42 16 18.95,5260,174,-174,4.416,0.136,-0.187,15.212,-1,-1,-1,-1
6756202,18 55 35.669,+42 17 59.97,5207,154,-138,4.585,0.048,-0.072,14.282,-1,0,0,-1
6756669,18 56 20.954,+42 13 59.63,5532,167,-167,4.53,0.07,-0.13,15.33,-1,-1,-1,-1
6756847,18 56 38.400,+42 15 49.77,4127,93,-103,1.263,0.03,-0.03,11.887,0,0,0,-1
6757123,18 57 08.218,+42 13 30.75,6011,162,-198,4.522,0.039,-0.221,15.063,0,0,-1,0
6757167,18 57 13.505,+42 14 49.92,3989,79,-87,4.714,0.028,-0.035,14.911,0,0,-1,0
6757493,18 57 42.701,+42 13 56.90,6090,193,-236,4.457,0.056,-0.224,15.524,0,0,-1,0
6757558,18 57 49.152,+42 12 17.24,4878,50,-101,3.014,0.033,-0.027,12.865,-1,-1,0,0
6757637,18 57 56.302,+42 15 08.39,5442,164,-131,3.973,0.504,-0.18,10.085,1,1,-1,-1
6757713,18 58 02.674,+42 15 53.10,3494,89,-89,0.364,0.027,-0.03,12.817,-1,-1,-1,-1
6758022,18 58 38.239,+42 15 51.98,5306,143,-143,4.445,0.117,-0.253,12.097,1,0,-1,1
6758917,19 00 28.726,+42 17 56.86,5708,154,-154,4.578,0.032,-0.168,14.549,-1,-1,-1,-1
6761498,19 04 59.640,+42 12 52.45,5592,169,-135,4.04,0.465,-0.186,12.027,1,-1,0,1
6762411,19 06 37.214,+42 16 26.20,5780,,,4.438,,,13.883,-1,0,0,0
6762606,19 06 56.023,+42 14 24.47,6136,164,-201,4.399,0.092,-0.15,13.335,0,0,0,-1
6762829,19 07 19.284,+42 16 45.13,5623,113,-113,3.925,0.055,-0.045,13.941,-1,-1,-1,-1
6762923,19 07 29.957,+42 16 12.69,4261,129,-142,4.602,0.052,-0.016,14.946,-1,-1,-1,-1
6763067,19 07 42.247,+42 14 14.89,3692,51,-66,4.818,0.036,-0.036,15.72,-1,-1,-1,-1
6763132,19 07 48.377,+42 17 54.67,8009,223,-335,3.784,0.399,-0.07,13.075,-1,-1,-1,-1
6766325,19 12 47.189,+42 16 30.61,6369,157,-204,4.364,0.09,-0.195,13.775,-1,-1,-1,-1
6766334,19 12 47.827,+42 14 11.85,6295,175,-263,4.209,0.214,-0.175,13.799,-1,0,0,0
6766748,19 13 27.269,+42 14 53.05,6818,167,-262,4.357,0.056,-0.224,13.934,-1,-1,-1,-1
6767229,19 14 07.375,+42 12 35.10,6322,175,-263,4.426,0.067,-0.202,15.521,0,0,0,-1
6767337,19 14 18.619,+42 17 45.68,5784,78,-78,4.327,0.115,-0.115,12.588,0,0,-1,0
6774679,19 23 51.108,+42 12 10.80,4935,147,-147,4.589,0.066,-0.048,14.818,-1,-1,-1,-1
6775700,19 25 12.898,+42 14 57.17,3250,117,-78,0.01,0.234,-0.039,13.297,0,-1,-1,1
6777016,19 26 51.622,+42 13 36.72,5708,189,-172,4.306,0.231,-0.21,11.393,-1,-1,0,-1
6777360,19 27 17.813,+42 14 00.50,6271,169,-225,4.431,0.07,-0.224,14.646,0,0,0,-1
6777975,19 28 00.754,+42 16 25.68,6296,151,-189,4.489,0.05,-0.15,11.08,0,0,-1,0
6778050,19 28 05.311,+42 17 24.32,5235,158,-142,4.604,0.036,-0.09,14.514,-1,-1,-1,-1
6778113,19 28 10.598,+42 16 13.47,7299,203,-254,4.271,0.075,-0.225,13.347,0,0,0,-1
6778289,19 28 24.566,+42 15 08.06,6674,150,-218,4.286,0.088,-0.143,13.076,-1,-1,-1,-1
6779137,19 29 25.262,+42 17 37.64,6712,181,-221,3.893,0.266,-0.114,13.267,0,0,-1,0
6779260,19 29 33.252,+42 13 59.74,5397,107,-107,4.543,0.033,-0.083,11.799,1,-1,1,1
6779613,19 30 00.499,+42 12 49.65,5799,209,-192,3.705,0.863,-0.288,12.629,-1,-1,-1,-1
6779966,19 30 23.599,+42 13 07.08,5713,155,-155,4.506,0.062,-0.175,13.39,0,0,-1,0
6780052,19 30 30.924,+42 13 28.74,5232,83,-73,4.547,0.049,-0.045,12.865,-1,-1,-1,-1
6780141,19 30 37.025,+42 17 55.19,3544,79,-97,0.587,0.03,-0.03,12.284,-1,-1,-1,-1
6780397,19 30 54.698,+42 15 20.34,11360,587,-1762,3.636,0.459,-0.081,10.051,1,1,-1,1
6780530,19 31 04.584,+42 16 03.94,3286,117,-88,0.123,0.2,-0.05,10.736,-1,-1,-1,-1
6780893,19 31 33.487,+42 17 28.42,5462,164,-147,4.404,0.148,-0.222,14.886,1,-1,-1,-1
6781047,19 31 45.514,+42 14 38.96,6183,221,-221,4.099,0.293,-0.158,12.484,0,0,-1,0
6781352,19 32 05.815,+42 15 36.90,6531,71,-91,4.277,0.04,-0.112,12.802,0,0,0,-1
6781535,19 32 17.885,+42 16 48.93,5857,79,-79,4.396,0.09,-0.11,13.666,-1,-1,-1,-1
6782360,19 33 12.833,+42 15 05.40,7256,228,-279,4.285,0.07,-0.21,12.638,1,1,-1,1
6783062,19 33 57.847,+42 15 48.96,5742,173,-190,4.413,0.101,-0.188,15.525,0,0,-1,0
6783373,19 34 16.603,+42 13 24.02,5768,155,-172,4.495,0.075,-0.188,14.724,0,-1,0,0
6784274,19 35 18.641,+42 14 36.75,5678,188,-171,3.724,0.878,-0.293,11.941,-1,-1,-1,-1
6784887,19 35 57.862,+42 15 39.10,6185,188,-225,4.49,0.054,-0.216,14.965,-1,0,-1,-1
6786275,19 37 23.057,+42 16 56.25,5607,152,-152,4.381,0.167,-0.204,12.866,0,0,-1,0
6790075,19 41 16.913,+42 15 48.82,3716,129,-142,4.681,0.072,-0.022,15.061,-1,0,0,0
6790408,19 41 35.750,+42 17 30.44,7425,232,-310,4.031,0.198,-0.162,12.641,-1,-1,-1,-1
6790967,19 42 05.441,+42 17 30.22,6420,155,-222,4.435,0.065,-0.208,14.956,-1,0,0,0
6791060,19 42 10.409,+42 17 59.22,6379,76,-83,3.854,0.203,-0.087,10.477,-1,-1,-1,-1
6791090,19 42 12.137,+42 12 08.35,6670,186,-256,4.361,0.07,-0.21,12.268,-1,-1,-1,-1
6791604,19 42 42.130,+42 14 26.16,7577,211,-316,4.122,0.128,-0.176,13.924,-1,-1,-1,-1
6792245,19 43 15.732,+42 16 53.54,5341,160,-160,4.514,0.105,-0.116,14.65,-1,0,0,0
6792983,19 43 54.624,+42 13 00.15,8245,65,-90,3.75,0.272,-0.068,12.585,1,0,1,-1
6794245,19 45 01.121,+42 13 49.10,3884,110,-100,0.709,0.03,-0.03,13.968,-1,-1,-1,1
6794650,19 45 23.414,+42 15 23.76,5370,160,-160,4.569,0.077,-0.07,14.601,-1,-1,-1,-1
6802438,19 52 02.585,+42 12 07.88,5312,63,-111,3.67,0.016,-0.02,10.673,0,-1,0,1
6803335,19 52 49.805,+42 12 04.08,6375,205,-228,3.489,0.819,-0.091,12.118,-1,-1,-1,-1
6804250,19 53 36.350,+42 12 18.49,3983,101,-91,1.242,0.03,-0.03,12.736,0,0,0,-1
6804732,19 53 59.904,+42 15 44.43,3527,99,-90,0.385,0.027,-0.03,11.103,-1,-1,-1,-1
6805146,19 54 21.994,+42 12 23.14,6444,196,-177,3.643,0.337,-0.112,13.21,-1,-1,-1,-1
6805414,19 54 34.783,+42 17 08.99,6108,189,-232,4.471,0.054,-0.216,15.392,0,0,0,-1
6805779,19 54 53.657,+42 15 30.93,6449,175,-214,3.89,0.397,-0.132,13.084,-1,-1,-1,-1
6806632,19 55 33.780,+42 12 35.50,9454,301,-414,4.244,0.108,-0.234,13.292,-1,-1,-1,-1
6836140,18 44 09.770,+42 23 52.30,5179,153,-138,4.617,0.039,-0.072,14.646,-1,-1,-1,-1
6836589,18 45 14.765,+42 18 37.76,5641,152,-152,4.252,0.264,-0.216,14.089,-1,-1,-1,-1
6836658,18 45 23.921,+42 22 29.02,5910,164,-184,4.378,0.108,-0.201,15.009,0,0,-1,0
6837969,18 48 17.388,+42 18 22.93,5135,154,-169,4.676,0.058,-0.027,15.601,-1,1,1,0
6838565,18 49 28.829,+42 19 45.70,7568,235,-314,3.963,0.228,-0.152,11.887,0,-1,0,0
6838978,18 50 17.314,+42 23 43.76,6413,146,-194,4.22,0.158,-0.193,11.9,-1,-1,-1,-1
6841577,18 55 06.204,+42 21 33.56,5704,154,-154,4.476,0.104,-0.169,14.875,-1,-1,-1,-1
6842569,18 56 57.019,+42 19 02.25,5161,154,-139,4.466,0.108,-0.132,13.407,0,0,-1,1
6842945,18 57 37.346,+42 20 57.95,3279,117,-78,0.163,0.208,-0.052,10.77,-1,-1,-1,-1
6843185,18 57 58.740,+42 23 58.30,4331,142,-142,4.588,0.056,-0.017,15.151,-1,-1,-1,-1
6843507,18 58 34.644,+42 23 56.01,5709,152,-152,4.411,0.124,-0.186,15.093,-1,-1,-1,-1
6844101,18 59 46.003,+42 20 37.68,5499,163,-147,4.516,0.095,-0.104,12.338,-1,1,-1,-1
6846224,19 03 43.375,+42 23 49.13,5589,149,-149,4.327,0.2,-0.2,14.1,0,1,0,-1
6846570,19 04 22.397,+42 20 10.86,3833,50,-50,4.708,0.03,-0.014,14.696,-1,-1,-1,-1
6847018,19 05 12.062,+42 22 29.38,6440,153,-192,4.38,0.068,-0.216,13.344,-1,-1,-1,-1
6848592,19 07 46.471,+42 22 58.26,5670,152,-152,4.434,0.116,-0.174,14.026,-1,-1,-1,1
6848661,19 07 53.767,+42 21 42.02,6672,73,-86,3.941,0.195,-0.105,11.534,-1,-1,-1,-1
6849002,19 08 27.612,+42 18 42.47,5543,194,-194,4.542,0.105,-0.095,15.836,-1,-1,-1,-1
6849046,19 08 31.339,+42 21 00.54,5574,100,-111,4.403,0.08,-0.12,14.014,-1,-1,-1,-1
6849670,19 09 32.021,+42 20 18.10,3273,117,-88,0.117,0.192,-0.048,11.603,-1,-1,-1,-1
6850118,19 10 10.262,+42 21 09.32,3826,61,-69,0.722,0.132,-0.108,11.908,-1,-1,1,-1
6851603,19 12 33.031,+42 20 42.21,4984,149,-149,4.503,0.07,-0.056,15.527,0,0,0,-1
6851944,19 13 04.462,+42 23 33.76,4682,139,-139,4.619,0.052,-0.032,14.76,-1,-1,-1,-1
6852488,19 13 53.554,+42 22 48.25,7128,71,-85,4.105,0.115,-0.126,13.908,-1,-1,-1,-1
6852771,19 14 20.537,+42 21 07.96,3273,127,-78,0.117,0.2,-0.05,10.026,-1,-1,-1,-1
6853199,19 14 56.734,+42 19 50.08,3499,119,-95,0.378,0.266,-0.143,13.392,-1,-1,-1,-1
6853229,19 14 59.172,+42 21 11.49,6194,173,-259,4.445,0.056,-0.224,15.796,-1,-1,-1,-1
6853239,19 15 00.103,+42 20 56.22,4204,113,-126,4.647,0.053,-0.025,14.646,0,0,0,-1
6853613,19 15 32.014,+42 18 10.79,3587,72,-90,0.361,0.03,-0.027,13.455,-1,-1,-1,-1
6853936,19 15 59.208,+42 19 51.96,5772,155,-155,4.451,0.084,-0.182,13.14,1,0,0,-1
6859801,19 23 12.722,+42 20 39.88,4946,176,-176,4.57,0.066,-0.044,14.874,-1,-1,-1,-1
6859813,19 23 13.608,+42 20 38.14,6200,166,-185,4.422,0.066,-0.154,12.068,-1,-1,-1,-1
6860392,19 23 56.880,+42 18 55.94,6395,158,-206,4.274,0.149,-0.182,13.551,-1,0,0,0
6861400,19 25 15.300,+42 19 16.64,6735,162,-243,4.19,0.132,-0.198,12.749,-1,-1,-1,-1
6862114,19 26 05.479,+42 19 34.11,7227,203,-228,4.046,0.246,-0.164,8.009,-1,-1,-1,-1
6862131,19 26 06.600,+42 19 13.52,5780,,,4.438,,,12.71,0,0,-1,0
6862499,19 26 33.816,+42 18 11.76,5906,158,-176,4.319,0.158,-0.193,13.398,-1,0,0,0
6862553,19 26 37.382,+42 23 38.36,3286,117,-88,0.123,0.2,-0.05,10.03,-1,-1,-1,-1
6862872,19 27 01.253,+42 19 36.02,6214,167,-186,4.011,0.259,-0.111,12.419,0,0,0,-1
6863229,19 27 28.901,+42 19 43.10,6652,167,-200,4.189,0.175,-0.175,12.134,-1,-1,-1,-1
6863257,19 27 31.435,+42 21 23.55,3622,127,-89,1.245,0.172,-0.258,10.134,-1,-1,-1,-1
6863840,19 28 13.169,+42 20 05.89,5176,153,-153,4.542,0.077,-0.063,15.138,-1,-1,-1,-1
6863987,19 28 24.821,+42 20 45.89,4893,160,-145,4.611,0.066,-0.039,15.701,-1,-1,-1,1
6864276,19 28 44.693,+42 19 39.40,7284,228,-330,4.204,0.105,-0.195,13.141,-1,-1,-1,-1
6864569,19 29 04.116,+42 19 16.64,11076,309,-530,3.989,0.253,-0.156,10.052,-1,-1,-1,-1
6864859,19 29 24.060,+42 23 36.34,6807,192,-264,3.848,0.35,-0.15,11.663,-1,-1,-1,-1
6865077,19 29 39.389,+42 23 25.40,7981,220,-331,3.705,0.424,-0.106,9.769,0,-1,1,1
6865416,19 30 03.816,+42 19 59.60,5435,160,-160,4.474,0.125,-0.125,13.708,-1,-1,-1,-1
6865484,19 30 07.918,+42 23 36.99,5937,159,-159,4.373,0.18,-0.18,13.78,-1,0,1,0
6865626,19 30 17.592,+42 21 00.57,5869,158,-158,4.495,0.062,-0.188,13.83,-1,-1,-1,-1
6866122,19 30 50.465,+42 23 25.04,5899,70,-79,4.369,0.095,-0.116,12.911,0,1,1,-1
6866228,19 30 57.576,+42 21 33.85,5598,152,-169,4.565,0.038,-0.152,15.144,-1,1,-1,-1
6867551,19 32 30.214,+42 19 53.61,5460,147,-147,4.59,0.038,-0.12,14.53,-1,0,0,0
6867766,19 32 47.088,+42 22 14.26,6210,166,-222,4.45,0.054,-0.202,14.384,0,0,-1,0
6868006,19 33 02.710,+42 21 35.47,4600,162,-178,4.73,0.052,-0.028,15.901,-1,-1,-1,-1
6868009,19 33 02.916,+42 22 49.87,7049,74,-84,4.153,0.063,-0.108,11.243,-1,0,0,0
6869686,19 35 02.021,+42 18 28.95,5101,138,-153,3.489,0.546,-0.234,13.743,0,-1,0,0
6869726,19 35 04.608,+42 21 27.97,5054,139,-123,3.471,0.352,-0.288,13.763,-1,-1,-1,-1
6870049,19 35 24.274,+42 18 56.01,6054,189,-210,4.373,0.108,-0.201,14.866,0,-1,0,0
6870327,19 35 42.833,+42 18 17.85,5589,165,-165,4.515,0.105,-0.115,14.556,-1,-1,-1,-1
6871224,19 36 43.322,+42 18 50.84,4583,153,-153,4.723,0.048,-0.028,15.343,1,0,-1,1
6871390,19 36 53.635,+42 22 47.90,4072,142,-156,4.616,0.056,-0.016,14.952,-1,-1,-1,-1
6871672,19 37 13.051,+42 19 34.14,3694,67,-67,0.729,0.144,-0.096,11.057,-1,-1,-1,-1
6871716,19 37 16.193,+42 18 19.00,5927,176,-211,4.374,0.108,-0.201,14.861,-1,-1,-1,-1
6871866,19 37 27.386,+42 22 28.45,7848,216,-324,3.966,0.216,-0.144,13.599,-1,1,1,-1
6871887,19 37 28.675,+42 22 53.11,5669,152,-169,4.591,0.04,-0.16,15.02,0,0,-1,0
6871896,19 37 29.172,+42 22 44.83,4051,128,-142,4.641,0.053,-0.018,14.553,-1,-1,-1,-1
6876763,19 42 13.975,+42 20 03.30,5693,152,-169,4.558,0.035,-0.184,14.945,0,0,-1,0
6877292,19 42 42.912,+42 19 14.95,9005,831,-604,3.84,0.4,-0.1,10.469,1,1,-1,-1
6877404,19 42 49.344,+42 21 07.38,6071,81,-81,4.195,0.168,-0.112,13.117,-1,1,-1,-1
6877463,19 42 52.874,+42 21 18.86,3734,95,-105,0.595,0.03,-0.03,13.131,-1,-1,-1,1
6877673,19 43 03.802,+42 23 28.79,6085,164,-182,4.438,0.084,-0.196,13.676,-1,-1,-1,-1
6878167,19 43 30.322,+42 21 53.35,5747,154,-171,4.53,0.048,-0.192,14.657,0,0,0,-1
6878203,19 43 32.542,+42 19 05.85,5812,139,-156,4.551,0.036,-0.204,13.258,0,1,-1,0
6879027,19 44 17.666,+42 21 17.24,6225,168,-187,4.327,0.113,-0.137,13.187,0,0,0,-1
6879787,19 44 56.345,+42 19 11.96,7571,211,-342,4.075,0.135,-0.165,13.241,0,0,0,-1
6880486,19 45 33.838,+42 21 47.81,5900,164,-205,4.509,0.046,-0.196,15.907,0,-1,0,0
6880727,19 45 45.410,+42 23 00.82,6141,195,-195,3.92,0.464,-0.145,13.678,-1,-1,-1,-1
6888613,19 52 46.142,+42 19 29.43,5639,152,-169,4.551,0.04,-0.16,14.767,-1,0,0,0
6889235,19 53 17.820,+42 23 18.49,9523,302,-416,4.205,0.136,-0.221,10.96,-1,-1,-1,-1
6889430,19 53 26.594,+42 22 50.78,6224,197,-241,4.454,0.056,-0.21,15.462,-1,0,0,0
6889764,19 53 44.208,+42 22 50.34,5892,184,-205,4.463,0.07,-0.21,9.148,0,0,-1,0
6890618,19 54 29.194,+42 23 39.23,5951,160,-178,4.411,0.12,-0.18,14.636,-1,-1,1,-1
6891224,19 54 59.786,+42 19 20.87,3697,83,-101,0.677,0.03,-0.03,11.306,-1,-1,-1,-1
6891512,19 55 11.734,+42 23 27.20,5853,140,-158,3.971,0.42,-0.14,11.388,-1,-1,-1,-1
6921852,18 44 14.693,+42 24 27.94,4247,115,-141,4.621,0.052,-0.02,15.954,-1,0,0,0
6922198,18 45 02.124,+42 28 10.28,5451,195,-179,4.566,0.036,-0.153,15.872,-1,0,0,0
6922244,18 45 09.149,+42 27 03.89,6225,112,-137,4.169,0.055,-0.045,13.563,-1,-1,-1,-1
6922301,18 45 17.513,+42 29 10.07,5689,240,-180,4.144,0.294,-0.147,11.799,0,0,-1,0
6922550,18 45 51.475,+42 26 57.36,5565,150,-150,4.528,0.053,-0.147,13.345,0,1,0,-1
6923148,18 47 13.790,+42 24 41.29,6163,197,-241,4.446,0.072,-0.203,9.21,0,-1,1,1
6923694,18 48 21.540,+42 26 15.27,6177,219,-219,3.99,0.428,-0.143,13.541,0,0,-1,0
6924050,18 49 00.403,+42 29 08.20,4675,139,-153,4.722,0.052,-0.024,15.61,0,-1,-1,-1
6924320,18 49 34.687,+42 26 46.46,5503,165,-165,4.612,0.032,-0.12,15.492,1,1,-1,-1
6927629,18 55 37.303,+42 26 30.81,5780,156,-173,4.364,0.149,-0.182,15.244,-1,-1,-1,-1
6927711,18 55 47.366,+42 26 38.18,5557,150,-150,4.512,0.084,-0.137,13.946,0,0,0,-1
6928206,18 56 42.108,+42 27 40.79,3698,49,-49,4.775,0.033,-0.021,14.345,1,1,-1,-1
6929583,18 59 12.686,+42 29 39.42,5528,193,-193,4.466,0.121,-0.148,15.066,-1,0,0,1
6929869,18 59 46.217,+42 26 14.18,5125,153,-153,4.545,0.084,-0.056,15.536,-1,-1,-1,-1
6932990,19 05 25.973,+42 27 40.08,3328,120,-80,0.04,0.247,-0.044,11.13,0,0,-1,-1
6933781,19 06 47.359,+42 27 04.18,5770,159,-130,3.946,0.315,-0.135,11.241,0,-1,1,1
6933804,19 06 48.991,+42 27 36.78,6180,195,-260,4.293,0.132,-0.198,12.047,0,0,-1,0
6934317,19 07 34.922,+42 29 38.33,5606,185,-152,3.822,0.209,-0.19,12.253,-1,-1,-1,-1
6934587,19 07 59.436,+42 27 54.58,6192,194,-237,4.326,0.128,-0.208,13.406,-1,-1,-1,-1
6935014,19 08 39.984,+42 27 11.77,7069,195,-335,4.158,0.108,-0.201,10.907,1,0,-1,-1
6935807,19 09 55.649,+42 24 25.99,6070,181,-199,4.382,0.108,-0.201,15.138,0,0,-1,0
6936007,19 10 12.569,+42 26 41.18,5982,161,-179,4.535,0.044,-0.187,14.982,-1,0,0,0
6936115,19 10 22.250,+42 27 31.58,6891,190,-286,4.104,0.185,-0.185,12.876,-1,-1,-1,-1
6936977,19 11 48.362,+42 24 47.48,5452,162,-146,4.594,0.032,-0.128,14.359,-1,-1,-1,-1
6937131,19 12 03.288,+42 28 29.82,3948,87,-71,0.995,0.033,-0.027,10.837,0,0,-1,0
6938311,19 13 50.698,+42 25 57.75,6102,165,-220,4.457,0.052,-0.208,15.381,0,-1,0,0
6939305,19 15 19.608,+42 28 46.64,6671,79,-79,3.959,0.18,-0.12,11.147,0,0,-1,0
6939670,19 15 51.586,+42 28 09.81,5655,167,-167,4.482,0.135,-0.135,14.858,-1,-1,-1,-1
6939772,19 15 59.993,+42 26 49.14,6770,189,-283,4.129,0.153,-0.187,11.554,-1,-1,-1,-1
6939837,19 16 05.266,+42 28 05.48,6194,166,-166,4.372,0.154,-0.112,12.163,-1,0,0,1
6946681,19 24 46.303,+42 29 40.02,7972,216,-340,3.884,0.315,-0.105,12.182,-1,-1,-1,-1
6946831,19 24 57.787,+42 24 27.29,7261,201,-316,4.09,0.153,-0.187,12.598,0,0,0,-1
6947062,19 25 17.498,+42 25 19.45,5511,182,-182,4.567,0.038,-0.152,15.68,-1,1,0,1
6947064,19 25 17.666,+42 25 13.26,8392,231,-363,3.919,0.24,-0.14,11.276,-1,-1,-1,-1
6947164,19 25 25.670,+42 29 37.11,5973,161,-178,4.516,0.052,-0.208,14.624,-1,-1,-1,-1
6947195,19 25 28.644,+42 29 48.08,7296,233,-311,4.048,0.273,-0.147,12.912,0,0,-1,1
6947945,19 26 24.331,+42 29 04.92,5397,80,-80,3.806,0.06,-0.049,11.03,-1,0,0,0
6948006,19 26 29.671,+42 29 25.05,6055,162,-162,4.602,0.038,-0.162,13.529,0,0,-1,0
6948098,19 26 36.475,+42 27 00.03,6095,182,-200,4.426,0.087,-0.203,14.583,0,0,1,-1
6948128,19 26 39.559,+42 25 37.78,3880,95,-105,0.844,0.03,-0.03,12.066,-1,-1,-1,-1
6949412,19 28 17.417,+42 26 38.07,3666,49,-54,4.797,0.039,-0.028,15.631,-1,-1,-1,-1
6949494,19 28 24.142,+42 28 22.66,5686,154,-172,4.575,0.04,-0.16,15.277,1,-1,-1,-1
6949512,19 28 25.238,+42 28 38.67,5491,212,-192,4.535,0.104,-0.085,15.854,-1,1,-1,-1
6949550,19 28 28.190,+42 27 22.61,5973,161,-179,4.562,0.037,-0.2,15.144,-1,-1,-1,-1
6949607,19 28 32.885,+42 25 45.91,4072,73,-81,4.696,0.023,-0.028,15.036,-1,0,0,0
6949847,19 28 50.244,+42 28 50.44,3603,56,-70,0.531,0.125,-0.125,12.165,-1,-1,-1,-1
6950556,19 29 43.769,+42 29 30.69,11119,398,-531,3.642,0.425,-0.075,12.751,1,-1,-1,1
6950960,19 30 14.786,+42 26 34.69,5455,87,-76,4.467,0.098,-0.045,12.774,1,-1,1,-1
6951047,19 30 20.369,+42 25 02.13,4861,146,-97,3.668,0.93,-0.31,13.409,-1,-1,-1,-1
6952140,19 31 43.968,+42 29 00.32,4288,58,-64,1.827,0.03,-0.03,10.762,0,0,-1,0
6952581,19 32 15.089,+42 25 28.71,5325,159,-159,4.591,0.035,-0.112,15.616,0,0,-1,0
6953069,19 32 49.094,+42 29 04.16,4338,155,-172,4.586,0.056,-0.016,15.741,-1,-1,-1,-1
6953103,19 32 51.240,+42 28 46.53,7389,232,-310,4.319,0.07,-0.224,12.563,-1,-1,-1,-1
6953188,19 32 57.583,+42 24 39.75,5558,166,-149,4.621,0.03,-0.12,15.327,0,-1,1,1
6954726,19 34 46.802,+42 26 08.20,15896,,,4.152,,,11.93,-1,-1,-1,-1
6955308,19 35 24.310,+42 27 14.92,5720,227,-227,3.531,0.848,-0.212,13.841,-1,0,1,0
6955576,19 35 40.906,+42 29 52.87,4039,64,-72,1.199,0.144,-0.096,10.784,0,1,-1,1
6955713,19 35 48.816,+42 24 01.46,3848,100,-100,0.731,0.03,-0.03,11.311,1,-1,-1,1
6955715,19 35 48.941,+42 28 01.77,3787,94,-104,0.758,0.03,-0.03,11.718,-1,-1,-1,-1
6956233,19 36 21.862,+42 29 29.25,5030,181,-181,4.658,0.03,-0.07,15.932,0,0,0,-1
6957185,19 37 24.302,+42 24 14.22,6798,191,-239,4.089,0.343,-0.147,13.063,1,0,1,-1
6960445,19 40 46.949,+42 25 01.44,5661,152,-152,4.48,0.062,-0.188,13.842,0,0,0,-1
6960487,19 40 48.926,+42 25 49.62,6123,190,-254,4.396,0.105,-0.195,15.142,-1,-1,-1,-1
6961315,19 41 34.915,+42 28 44.62,5921,176,-193,4.447,0.081,-0.202,15.487,-1,0,-1,0
6962018,19 42 10.495,+42 25 42.34,4446,154,-154,4.567,0.06,-0.016,14.791,-1,-1,-1,-1
6962866,19 42 56.909,+42 26 30.66,5174,196,-179,4.5,0.095,-0.095,13.128,0,-1,0,1
6963439,19 43 29.597,+42 25 42.52,3400,85,-85,0.374,0.03,-0.03,12.761,-1,-1,-1,-1
6963490,19 43 32.856,+42 27 17.35,6656,181,-241,4.351,0.065,-0.195,14.702,-1,-1,-1,-1
6963815,19 43 49.716,+42 25 18.76,4567,139,-139,4.717,0.052,-0.028,11.917,0,-1,1,-1
6964043,19 44 03.473,+42 25 20.20,5582,200,-183,4.445,0.112,-0.168,15.613,-1,-1,-1,-1
6964796,19 44 47.263,+42 25 49.55,5908,142,-159,4.287,0.19,-0.171,12.611,-1,-1,-1,-1
6964804,19 44 47.856,+42 26 13.34,8048,224,-337,3.725,0.442,-0.104,13.933,0,0,-1,0
6964817,19 44 48.355,+42 25 45.87,6024,201,-183,3.865,0.504,-0.126,13.379,1,-1,-1,-1
6965293,19 45 15.938,+42 26 00.64,6174,166,-185,4.235,0.186,-0.14,12.847,-1,-1,-1,-1
6965426,19 45 22.558,+42 24 01.92,5477,164,-147,4.578,0.034,-0.136,14.933,0,0,0,-1
6966265,19 46 08.482,+42 26 13.67,5551,166,-149,4.365,0.158,-0.193,14.55,-1,-1,-1,-1
6966770,19 46 36.886,+42 27 18.28,3679,65,-72,0.576,0.125,-0.125,11.841,-1,-1,-1,-1
6967278,19 47 03.684,+42 24 17.95,3599,80,-98,0.679,0.03,-0.03,13.544,-1,-1,1,0
6967296,19 47 04.812,+42 24 21.79,4063,142,-156,4.634,0.056,-0.02,14.203,-1,-1,-1,-1
6975013,19 53 29.165,+42 29 08.98,6130,165,-220,4.448,0.056,-0.21,14.421,0,0,-1,0
7008892,18 47 54.838,+42 34 17.19,5562,166,-182,4.556,0.032,-0.179,15.022,-1,0,0,0
7009828,18 49 42.655,+42 35 37.10,5787,173,-173,4.544,0.085,-0.114,15.013,-1,-1,-1,-1
7013934,18 57 16.838,+42 32 20.48,7925,220,-331,3.71,0.45,-0.079,12.94,-1,-1,-1,-1
7013975,18 57 21.636,+42 34 37.20,5395,162,-145,4.573,0.084,-0.063,12.784,-1,1,-1,-1
7014410,18 58 07.961,+42 31 45.73,6323,168,-224,4.418,0.065,-0.195,15.236,-1,0,0,0
7017392,19 03 55.459,+42 31 55.41,4904,146,-132,3.848,0.742,-0.318,13.159,-1,-1,-1,-1
7017452,19 04 00.446,+42 33 21.45,6068,190,-232,4.077,0.293,-0.158,11.464,0,0,-1,0
7017604,19 04 16.078,+42 31 05.92,4969,148,-134,4.595,0.065,-0.04,15.086,-1,-1,-1,-1
7017862,19 04 45.490,+42 31 46.84,6046,144,-180,4.509,0.039,-0.221,13.128,-1,1,-1,0
7018277,19 05 31.882,+42 33 59.26,5244,202,-166,4.536,0.082,-0.075,15.841,-1,-1,-1,-1
